Age,Gender,Country,family_history,work_interfere,no_employees,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
35,Male,'United States',Yes,Often,'More than 1000',Yes,Yes,No,Yes,'Dont know','Somewhat easy',Yes,No,No,No,Yes,'Dont know',No,Yes
32,Male,'United States',No,Rarely,6-25,Yes,'Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,No
32,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat difficult',Maybe,Maybe,'Some of them',No,No,'Dont know',Yes,Yes
26,Male,'United Kingdom',No,Never,6-25,No,No,No,No,'Dont know','Dont know',Yes,Maybe,'Some of them',No,Maybe,'Dont know',No,No
38,Male,Canada,Yes,Rarely,100-500,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',No,No,Yes,No,Maybe,No,No,Yes
34,Female,'United Kingdom',Yes,Rarely,26-100,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
39,Male,'United States',Yes,Often,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',Yes,No,'Some of them',No,Maybe,'Dont know',No,Yes
32,Male,Canada,No,Never,6-25,'Dont know','Not sure',No,No,'Dont know','Very easy',No,No,Yes,Maybe,Maybe,Yes,No,No
37,Male,Netherlands,No,Never,1-5,'Dont know','Not sure','Dont know','Dont know','Dont know','Very easy',Yes,Yes,'Some of them',No,No,'Dont know',No,No
31,Male,'United Kingdom',Yes,Never,6-25,'Dont know','Not sure',No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,Yes
30,Male,'United States',Yes,Rarely,6-25,No,Yes,No,No,'Dont know','Dont know',No,No,No,No,No,'Dont know',No,Yes
51,Male,Singapore,No,Never,'More than 1000','Dont know',No,No,'Dont know','Dont know','Dont know',Yes,No,No,No,No,No,No,No
29,Male,'United States',No,Sometimes,26-100,Yes,Yes,No,No,'Dont know','Dont know',Yes,No,'Some of them',No,Maybe,'Dont know',No,Yes
31,Male,'United Kingdom',No,Never,100-500,Yes,No,No,Yes,'Dont know','Dont know',Maybe,Yes,'Some of them',No,No,Yes,No,No
31,Male,India,No,NA,26-100,'Dont know','Not sure',No,No,'Dont know','Dont know',Yes,Yes,No,No,No,'Dont know',No,No
26,Male,'United States',Yes,Sometimes,6-25,'Dont know',No,No,'Dont know','Dont know','Somewhat easy',Maybe,No,'Some of them',Maybe,Maybe,'Dont know',No,Yes
46,Female,'United States',No,Often,100-500,Yes,Yes,No,No,Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,No,No,Yes
32,Male,'United States',Yes,Sometimes,'More than 1000',Yes,No,Yes,'Dont know','Dont know','Dont know',Maybe,No,Yes,No,No,'Dont know',No,No
29,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
34,Male,Poland,No,Never,'More than 1000','Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Yes,'Dont know',No,No
26,Male,Colombia,No,Often,6-25,No,No,No,No,No,'Very difficult',Yes,No,No,No,Maybe,Yes,No,No
32,Female,'United States',No,Sometimes,'More than 1000',Yes,Yes,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,No,No,Yes
29,Male,'United States',No,NA,'More than 1000','Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',Maybe,Yes,No,No,No
30,Male,'United States',No,NA,'More than 1000',Yes,No,Yes,Yes,'Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',No,No
40,Female,'United States',Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,'Somewhat easy',No,No,Yes,No,Maybe,Yes,Yes,Yes
23,Male,'United Kingdom',No,Sometimes,1-5,No,No,No,No,'Dont know','Very difficult',Maybe,No,Yes,Yes,Yes,No,Yes,Yes
20,Male,Georgia,No,Rarely,26-100,No,No,No,No,'Dont know','Very difficult',Yes,Yes,'Some of them',No,Maybe,No,No,No
38,Male,'United States',Yes,NA,6-25,'Dont know',No,No,No,'Dont know','Somewhat difficult',No,No,'Some of them',No,No,'Dont know',Yes,No
26,Female,'United States',Yes,Rarely,100-500,Yes,No,No,No,'Dont know','Dont know',Maybe,Maybe,No,No,Maybe,No,No,Yes
29,Male,'United States',No,Never,26-100,No,No,No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,Yes,No,Yes,No
40,Male,China,No,Sometimes,1-5,No,Yes,No,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
25,Female,Bulgaria,No,Sometimes,26-100,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,Yes,Maybe,No,No,No,Yes
32,Female,'United States',No,Sometimes,26-100,Yes,Yes,No,No,Yes,'Dont know',Maybe,Maybe,'Some of them',No,No,No,No,Yes
38,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,No,Yes,Yes
72,Female,'United States',Yes,Never,500-1000,Yes,'Not sure','Dont know',Yes,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,No,'Dont know',Yes,Yes
35,Female,'United States',Yes,Sometimes,1-5,No,No,No,No,Yes,'Dont know',Maybe,Maybe,'Some of them',No,No,Yes,No,Yes
28,Female,'United States',No,Often,6-25,No,Yes,No,No,'Dont know','Very difficult',Yes,Maybe,'Some of them',No,No,'Dont know',No,Yes
27,Female,'United States',No,Never,100-500,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,No,Yes,No,No
56,Female,'United States',No,Rarely,1-5,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,No,No,No,'Dont know',No,No
38,Male,'United States',Yes,Sometimes,26-100,Yes,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
31,Female,Belgium,No,NA,26-100,'Dont know','Not sure',No,No,Yes,'Very easy',Maybe,No,'Some of them',No,No,'Dont know',No,No
40,Male,'United States',Yes,Sometimes,6-25,Yes,Yes,No,No,Yes,'Dont know',Maybe,No,'Some of them',No,No,Yes,No,Yes
44,Male,'United States',Yes,Sometimes,100-500,Yes,Yes,No,Yes,Yes,'Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
34,Male,Canada,Yes,Sometimes,'More than 1000',Yes,'Not sure',Yes,Yes,Yes,'Dont know',Maybe,No,No,No,Maybe,'Dont know',No,No
37,Male,'United Kingdom',No,Never,26-100,'Dont know',No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,Yes,'Dont know',No,No
38,Male,Italy,No,Never,26-100,'Dont know','Not sure','Dont know','Dont know',Yes,'Dont know',No,No,'Some of them',Yes,Maybe,No,No,No
27,Male,Germany,No,NA,26-100,'Dont know','Not sure',No,No,'Dont know','Dont know',No,No,'Some of them',Yes,Yes,'Dont know',No,No
34,Female,Ireland,No,Sometimes,500-1000,Yes,Yes,Yes,No,Yes,'Dont know',Yes,Yes,'Some of them',No,No,Yes,No,Yes
35,Female,Ireland,No,Rarely,1-5,'Dont know',No,No,No,No,'Dont know',Maybe,No,'Some of them',No,Maybe,No,No,No
34,Male,Ireland,No,Often,6-25,No,No,No,No,'Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,Maybe,No,No,Yes
32,Male,'United States',No,Often,26-100,Yes,'Not sure',No,'Dont know','Dont know','Very difficult',Yes,Maybe,'Some of them',No,No,'Dont know',No,Yes
25,Male,Ireland,No,NA,100-500,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
28,Male,Australia,No,Often,100-500,No,Yes,No,No,'Dont know','Dont know',Yes,No,No,No,Maybe,No,No,Yes
28,Female,'United States',No,Rarely,6-25,Yes,No,No,No,'Dont know','Somewhat easy',Yes,Yes,'Some of them',No,No,No,Yes,Yes
31,Male,Brazil,No,NA,1-5,No,Yes,No,No,No,'Dont know',No,No,Yes,No,Maybe,'Dont know',No,Yes
24,Male,'United Kingdom',No,NA,100-500,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,Maybe,'Dont know',No,No
34,Male,Ireland,Yes,Never,1-5,No,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
32,Male,Ireland,No,Sometimes,6-25,No,No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,Maybe,'Dont know',No,Yes
34,Male,'United Kingdom',Yes,Often,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',Maybe,Yes,Yes,No,No
23,Male,'United States',No,Sometimes,1-5,No,Yes,No,No,No,'Very easy',Maybe,Maybe,'Some of them',No,No,No,No,Yes
33,Male,'Czech Republic',Yes,Often,100-500,No,Yes,No,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Maybe,'Dont know',Yes,No
29,Male,Singapore,Yes,Sometimes,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat difficult',Maybe,No,No,No,Maybe,No,No,Yes
24,Male,Ireland,Yes,NA,1-5,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,No,No,No,'Dont know',No,No
45,Male,Ireland,No,Never,'More than 1000','Dont know','Not sure',No,No,'Dont know','Dont know',Yes,No,Yes,No,No,No,Yes,No
34,Female,'United Kingdom',No,Sometimes,'More than 1000',No,Yes,No,Yes,Yes,'Somewhat difficult',Maybe,Maybe,'Some of them',No,Maybe,No,Yes,Yes
31,Male,Philippines,No,Sometimes,'More than 1000','Dont know',No,No,No,'Dont know','Very difficult',Yes,Yes,'Some of them',No,Maybe,No,Yes,No
33,Male,'United States',No,Often,26-100,Yes,Yes,No,No,Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
28,Male,Netherlands,No,NA,6-25,No,'Not sure',No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
27,Male,'United Kingdom',No,Rarely,'More than 1000','Dont know','Not sure',No,Yes,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
42,Male,Ireland,No,Never,26-100,No,Yes,No,No,No,'Somewhat difficult',Yes,Yes,'Some of them',No,No,No,No,No
28,Male,Netherlands,No,NA,6-25,No,'Not sure',No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
38,Male,'United States',No,Sometimes,'More than 1000',Yes,No,Yes,Yes,Yes,'Very easy',No,No,Yes,No,No,'Dont know',No,Yes
46,Male,'United States',Yes,Often,26-100,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,No,No,Yes
46,Male,'United States',Yes,Sometimes,100-500,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',Yes,Yes,'Dont know',No,Yes
41,Female,Netherlands,No,Rarely,1-5,'Dont know',Yes,'Dont know',Yes,No,'Somewhat easy',No,No,Yes,Yes,Yes,Yes,No,Yes
23,Male,'United Kingdom',No,Never,26-100,'Dont know',No,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,Yes,Yes,No
24,Male,Ireland,Yes,Sometimes,'More than 1000',Yes,Yes,No,Yes,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,Yes,Yes,Yes
23,Female,Ireland,No,Rarely,26-100,No,Yes,Yes,No,'Dont know','Dont know',No,No,Yes,No,Maybe,'Dont know',No,Yes
39,Male,Netherlands,No,NA,'More than 1000',Yes,'Not sure',Yes,'Dont know','Dont know','Somewhat easy',Maybe,Maybe,No,No,No,Yes,No,No
32,Female,Ireland,Yes,Never,'More than 1000',Yes,Yes,'Dont know',Yes,Yes,'Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
25,Male,'United States',Yes,Sometimes,26-100,'Dont know',Yes,No,No,'Dont know','Somewhat easy',Yes,No,'Some of them',No,Maybe,'Dont know',No,Yes
39,Male,Greece,No,NA,6-25,No,No,No,No,Yes,'Dont know',Yes,No,No,No,No,'Dont know',No,No
23,Female,'United Kingdom',Yes,Sometimes,6-25,No,Yes,No,Yes,Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
24,Male,'United Kingdom',No,Sometimes,6-25,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,Maybe,'Dont know',Yes,Yes
25,Male,'United Kingdom',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,Yes,Yes,Yes,Yes,No,Yes
23,Male,'United Kingdom',No,Rarely,6-25,No,Yes,No,No,'Dont know','Dont know',No,No,Yes,No,Maybe,'Dont know',No,Yes
24,Trans,'United Kingdom',No,Sometimes,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',No,Yes
23,Male,Canada,No,Often,26-100,Yes,Yes,Yes,'Dont know','Dont know','Dont know',Maybe,No,Yes,No,No,'Dont know',No,Yes
60,Male,'United States',No,Often,'More than 1000','Dont know',No,Yes,'Dont know','Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,Maybe,'Dont know',No,Yes
28,Male,Ireland,No,Sometimes,26-100,No,Yes,No,No,Yes,'Dont know',Yes,Maybe,No,No,No,No,Yes,No
28,Male,'United States',Yes,Often,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Yes,Maybe,'Some of them',No,No,No,Yes,Yes
30,Male,Netherlands,No,Sometimes,500-1000,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,Yes,Maybe,Yes,'Dont know',No,No
31,Male,Germany,Yes,Sometimes,100-500,'Dont know',No,No,No,Yes,'Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,Yes
31,Male,Poland,No,Often,6-25,No,No,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
28,Male,Ireland,No,Rarely,26-100,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,Yes
43,Female,'United States',Yes,Rarely,'More than 1000',Yes,Yes,No,Yes,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,Yes
32,Female,'United Kingdom',No,NA,'More than 1000',No,No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Yes,No,No,No
22,Male,Australia,Yes,Often,100-500,Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,Maybe,No,No,Maybe,'Dont know',Yes,Yes
32,Male,'United States',No,Never,100-500,Yes,'Not sure','Dont know',Yes,'Dont know','Somewhat easy',No,No,No,Maybe,Yes,'Dont know',No,No
36,Male,Finland,No,Often,6-25,No,No,No,No,No,'Very difficult',Yes,No,'Some of them',No,Maybe,'Dont know',Yes,Yes
41,Female,'United States',Yes,Sometimes,26-100,Yes,No,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',No,Yes
30,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,'Dont know',No,Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
30,Male,'United States',Yes,Often,26-100,Yes,'Not sure',Yes,Yes,'Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,Yes,No,Yes
36,Male,'South Africa',Yes,Often,100-500,No,Yes,No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,Yes,Yes,No,Yes
29,Male,'United States',Yes,Sometimes,100-500,Yes,Yes,Yes,No,Yes,'Dont know',Yes,No,'Some of them',No,Maybe,No,No,Yes
36,Male,'United States',Yes,Rarely,'More than 1000','Dont know',No,Yes,Yes,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
26,Male,'United Kingdom',No,NA,26-100,No,No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,Yes
32,Male,'United States',Yes,Often,26-100,Yes,Yes,No,No,Yes,'Somewhat difficult',No,No,'Some of them',No,No,Yes,No,Yes
34,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,No,No,'Dont know','Somewhat difficult',Yes,Yes,No,No,No,No,No,Yes
46,Female,'United States',No,NA,100-500,No,Yes,No,No,'Dont know','Dont know',Yes,No,No,No,No,No,No,No
25,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,No,No,Yes,'Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
